,index,title,address,price,lat,long,restaurants,shopping,vibrant,cycling_friendly,car_friendly,historic,quiet,elementary_schools,high_schools,parks,nightlife,groceries,daycares,pedestrian_friendly,cafes,transit_friendly,greenery,year_built,population_2016_,population_variation_between_2011_2016_,population_density_,unemployment_rate_2016_,"less_than_$50,000_(%)","between_$50,000_and_$80,000_(%)","between_$80,000_and_$100,000_(%)","between_$100,000_and_$150,000_(%)","more_than_$150,000_(%)",1-person_households_(%),2-person_households_(%),3-person_households_(%),4-person_households_(%),5-person_or_more_households_(%),couples_without_children_at_home_(%),couples_with_children_at_home_(%),single-parent_families_(%),owners_(%),renters_(%),before_1960_(%),between_1961_and_1980_(%),between_1981_and_1990_(%),between_1991_and_2000_(%),between_2001_and_2010_(%),between_2011_and_2016_(%),single-family_homes_(%),semi-detached_or_row_houses_(%),buildings_with_less_than_5_floors_(%),buildings_with_5_or_more_floors_(%),mobile_homes_(%),university_(%),college_(%),secondary_(high)_school_(%),apprentice_or_trade_school_diploma_(%),no_diploma_(%),non-immigrant_population_(%),immigrant_population_(%),french_(%),english_(%),others_languages_(%),walk_score,rooms,bedrooms,basement_bedroom,bathrooms,powder_rooms,total_area,new_area_from_price,new_area_from_rooms,river_proximity,has_pool,n_parking,has_garage,is_devided,mr_distance
1628,2645,Condo for sale,"500, Rue de la Montagne, apt. 803, Montréal (Ville-Marie), Neighbourhood Central",679000,45.493048,-73.565587,10.0,10.0,10.0,8.0,5.0,6.0,0.0,8.0,6.0,10,10.0,10.0,8.0,10.0,10.0,10.0,6.0,1993.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,90.0,7.0,2.0,False,2.0,0.0,1221.0,1221.0,1221.0,False,False,1.0,True,1,2.8391313974224377
1629,2646,Condo for sale,"3700, Rue Saint-Antoine Ouest, apt. 435, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne",599000,45.48150212,-73.58555653,10.0,10.0,8.0,7.0,5.0,6.0,5.0,9.0,9.0,10,7.0,10.0,9.0,10.0,9.0,10.0,6.0,2010.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,80.0,8.0,2.0,False,1.0,0.0,990.0,990.0,990.0,False,True,1.0,True,1,2.743817438265484
1630,2648,Condo for sale,"4959, Rue Jean-Talon Ouest, apt. 701, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",664000,45.49699647,-73.65024408,8.0,9.0,4.0,3.0,9.0,0.0,0.0,8.0,7.0,8,4.0,9.0,6.0,9.0,5.0,9.0,4.0,2017.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,66.0,8.0,3.0,False,2.0,0.0,1308.0,1308.0,1308.0,False,True,2.0,True,1,4.149665544108924
1631,2649,Condo for sale,"801, Avenue Rockland, apt. 302, Montréal (Outremont)",779000,45.51720503,-73.61809592,10.0,10.0,7.0,7.0,5.0,5.0,6.0,10.0,9.0,10,6.0,9.0,9.0,10.0,8.0,9.0,8.0,2015.0,23954,2,6254,6,29,19,9,15,27,33,30,14,13,10,34,50,16,54,46,73,16,4,4,2,1,8,14,59,19,0,59,14,15,3,10,74,26,61.0,19.0,20.0,67.0,8.0,2.0,False,1.0,0.0,853.0,853.0,853.0,False,False,1.0,True,1,2.098750966478258
1632,2650,Condo for sale,"16749, boulevard de Pierrefonds, apt. 102, Montréal (Pierrefonds-Roxboro), Neighbourhood Pierrefonds/Central West",194900,45.47068,-73.874117,5.0,4.0,2.0,6.0,9.0,3.0,3.0,7.0,0.0,7,4.0,6.0,9.0,5.0,3.0,6.0,5.0,2002.0,69297,1,2547,8,33,24,12,19,13,24,28,18,19,11,30,53,17,70,30,16,39,18,11,13,3,51,13,31,5,0,32,20,25,9,15,59,41,30.0,45.0,25.0,38.0,6.0,2.0,False,1.0,0.0,917.0,917.0,917.0,False,False,2.0,True,1,21.843752626999887
1634,2653,Condo for sale,"455, Rue Saint-Pierre, apt. 140, Montréal (Ville-Marie), Neighbourhood Old Montréal",579000,45.50215272,-73.55796746,10.0,10.0,10.0,6.0,5.0,10.0,7.0,9.0,3.0,9,10.0,10.0,8.0,10.0,10.0,10.0,3.0,1865.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,92.0,8.0,1.0,False,1.0,0.0,1281.0,1281.0,1281.0,False,False,0.0,False,1,3.139361363041534
1635,2657,Condo for sale,"2200, Rue Harriet-Quimby, apt. 403, Montréal (Saint-Laurent), Neighbourhood New Saint-Laurent/Bois-Franc",599000,45.512577,-73.709384,5.0,7.0,3.0,7.0,7.0,0.0,9.0,3.0,3.0,9,2.0,9.0,6.0,6.0,6.0,6.0,5.0,2014.0,98828,5,2299,10,42,24,10,13,12,28,27,17,17,11,29,53,18,49,51,27,31,12,9,16,6,11,15,45,30,0,39,16,21,7,17,45,55,37.0,25.0,38.0,41.0,7.0,2.0,False,1.0,1.0,1043.0,1043.0,1043.0,False,True,2.0,True,1,8.717305431421728
1636,2662,Condo for sale,"200, Avenue des Sommets, apt. 2102, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",879000,45.450053,-73.54818,3.0,3.0,1.0,7.0,9.0,0.0,9.0,8.0,0.0,9,0.0,2.0,5.0,3.0,1.0,5.0,6.0,2004.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,14.0,6.0,2.0,False,2.0,0.0,1400.0,1400.0,1400.0,False,True,2.0,True,1,7.202930943777698
1637,2664,Condo for sale,"6120, Rue Jarry Est, apt. 802, Montréal (Saint-Léonard)",449000,45.591259,-73.58445,7.0,8.0,4.0,3.0,9.0,3.0,3.0,8.0,2.0,8,4.0,8.0,8.0,8.0,5.0,7.0,4.0,2007.0,78305,3,5813,11,48,27,9,10,5,30,29,16,15,9,30,49,21,35,65,14,64,8,5,6,2,6,3,83,8,0,22,16,23,14,26,51,49,44.0,22.0,34.0,50.0,8.0,3.0,False,2.0,0.0,1304.0,1304.0,1304.0,False,False,1.0,True,1,9.699276582604249
1639,2667,Condo for sale,"12590, Rue Sherbrooke Est, apt. 300, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Pointe-aux-Trembles",275000,45.650703,-73.510692,4.0,5.0,2.0,6.0,9.0,2.0,6.0,9.0,6.0,6,3.0,9.0,6.0,5.0,5.0,4.0,8.0,2007.0,106743,0,2515,7,38,25,12,17,8,28,32,17,15,8,34,43,23,64,36,13,28,31,14,11,3,26,24,47,3,0,16,17,25,18,24,76,24,71.0,16.0,13.0,69.0,9.0,2.0,False,1.0,0.0,1139.0,1139.0,1139.0,False,False,1.0,True,1,17.617307793159434
1640,2669,Condo for sale,"195, Rue Peel, apt. 508, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",399000,45.49348596,-73.55820659,10.0,10.0,9.0,10.0,7.0,6.0,0.0,9.0,3.0,10,9.0,10.0,9.0,10.0,10.0,10.0,4.0,2018.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,79.0,3.0,1.0,False,1.0,0.0,595.0,595.0,595.0,False,False,0.0,False,1,3.344373607362941
1641,2675,Condo for sale,"4020, Avenue Benny, apt. A205, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce",385000,45.464628,-73.631105,7.0,8.0,5.0,6.0,8.0,4.0,4.0,9.0,9.0,8,4.0,10.0,8.0,10.0,6.0,9.0,8.0,2009.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,66.0,5.0,2.0,False,1.0,0.0,792.0,792.0,792.0,False,False,1.0,True,1,5.131434858689513
1642,2678,Condo for sale,"665, Rue Guy, apt. 6, Montréal (Ville-Marie), Neighbourhood Central",599000,45.491394,-73.569379,10.0,10.0,10.0,7.0,4.0,7.0,5.0,9.0,7.0,10,9.0,9.0,8.0,10.0,10.0,10.0,7.0,1988.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,88.0,9.0,3.0,False,1.0,0.0,1373.0,1373.0,1373.0,False,False,1.0,True,1,2.674824657774574
1643,2680,Condo for sale,"14399, boulevard Gouin Ouest, apt. 501, Montréal (Pierrefonds-Roxboro), Neighbourhood Pierrefonds/Central West",499000,45.493304,-73.854232,5.0,4.0,2.0,4.0,9.0,2.0,5.0,8.0,6.0,7,4.0,8.0,10.0,5.0,5.0,4.0,6.0,2012.0,69297,1,2547,8,33,24,12,19,13,24,28,18,19,11,30,53,17,70,30,16,39,18,11,13,3,51,13,31,5,0,32,20,25,9,15,59,41,30.0,45.0,25.0,59.0,9.0,2.0,False,2.0,0.0,882.0,882.0,882.0,True,False,1.0,True,1,20.001538157683974
1644,2681,Condo for sale,"187, Rue Terry-Fox, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",379000,45.465134,-73.540503,5.0,5.0,2.0,7.0,9.0,0.0,9.0,4.0,1.0,7,2.0,8.0,6.0,5.0,5.0,5.0,7.0,1987.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,58.0,5.0,2.0,False,1.0,0.0,900.0,900.0,900.0,False,False,1.0,True,1,6.2754097669377575
1645,2682,Condo for sale,"1188, Rue Saint-Antoine Ouest, apt. 2207, Montréal (Ville-Marie), Neighbourhood Central",849900,45.49559229,-73.56763537,10.0,10.0,10.0,5.0,4.0,6.0,4.0,8.0,7.0,10,10.0,9.0,6.0,10.0,10.0,10.0,5.0,2019.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,91.0,6.0,2.0,False,2.0,0.0,778.0,778.0,778.0,False,True,1.0,True,1,2.575387453040873
1648,2685,Condo for sale,"350, Rue de l'Inspecteur, apt. 509, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",349999,45.49593,-73.560556,10.0,10.0,10.0,9.0,5.0,7.0,4.0,10.0,4.0,9,9.0,10.0,8.0,10.0,10.0,10.0,3.0,1895.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,86.0,5.0,1.0,False,1.0,0.0,625.0,625.0,625.0,False,True,1.0,True,1,3.0796028935382593
1649,2686,Condo for sale,"374, Rue du Square-Sir-George-Étienne-Cartier, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne",599000,45.47344486,-73.58723756,10.0,10.0,7.0,9.0,6.0,6.0,8.0,9.0,7.0,10,6.0,9.0,6.0,10.0,7.0,9.0,9.0,1912.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,83.0,10.0,2.0,False,1.0,0.0,1297.0,1297.0,1297.0,False,False,0.0,False,1,3.5617060900953503
1650,2687,Condo for sale,"4941, Avenue MacDonald, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",799000,45.47944,-73.629856,8.0,8.0,5.0,4.0,5.0,5.0,7.0,10.0,8.0,8,4.0,10.0,10.0,10.0,6.0,9.0,9.0,1937.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,78.0,9.0,4.0,False,2.0,0.0,1800.0,1800.0,1800.0,False,False,2.0,True,0,3.7317479762255297
1651,2689,Condo for sale,"2485, Rue Park Row Est, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce",675000,45.461202,-73.630169,7.0,8.0,4.0,6.0,6.0,4.0,3.0,10.0,10.0,9,4.0,9.0,6.0,9.0,6.0,8.0,9.0,1931.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,55.0,8.0,2.0,False,2.0,0.0,1247.0,1247.0,1247.0,False,False,1.0,True,0,5.430450166656945
1652,2690,Condo for sale,"2084, boulevard Décarie, apt. B101, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce",349000,45.473425,-73.60746,10.0,10.0,5.0,3.0,7.0,6.0,1.0,10.0,10.0,8,5.0,10.0,10.0,10.0,7.0,10.0,7.0,1927.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,86.0,5.0,2.0,False,2.0,0.0,1000.0,1000.0,1000.0,False,False,0.0,False,0,3.537714706169721
1653,2691,Condo for sale,"2365, Rue des Carrières, apt. 416, Montréal (Rosemont/La Petite-Patrie), Neighbourhood La Petite-Patrie",429000,45.544742,-73.585696,10.0,10.0,9.0,10.0,5.0,5.0,7.0,10.0,7.0,10,8.0,10.0,8.0,10.0,8.0,9.0,4.0,2014.0,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,83.0,6.0,1.0,False,1.0,0.0,718.0,718.0,718.0,False,False,1.0,True,1,4.571726024338458
1654,2692,Condo for sale,"300, Avenue des Sommets, apt. 1913, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",535000,45.449847,-73.549282,3.0,3.0,1.0,7.0,9.0,0.0,9.0,8.0,0.0,9,0.0,2.0,5.0,3.0,1.0,5.0,6.0,2005.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,15.0,7.0,2.0,False,1.0,1.0,918.0,918.0,918.0,True,True,1.0,True,1,7.176274673302184
1655,2694,Condo for sale,"551, Rue de la Montagne, apt. 206, Montréal (Ville-Marie), Neighbourhood Central",449000,45.49323708,-73.56505176,10.0,10.0,10.0,8.0,5.0,6.0,0.0,8.0,6.0,10,10.0,10.0,8.0,10.0,10.0,10.0,6.0,2005.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,87.0,4.0,2.0,False,1.0,0.0,787.0,787.0,787.0,False,False,1.0,True,1,2.8671346938963396
1656,2696,Condo for sale,"2333, Rue Sherbrooke Ouest, apt. 1100, Montréal (Ville-Marie), Neighbourhood Central West",3495000,45.49190752,-73.58805198,10.0,10.0,9.0,6.0,6.0,6.0,0.0,9.0,9.0,10,9.0,10.0,10.0,10.0,10.0,10.0,7.0,1911.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,91.0,8.0,3.0,False,2.0,1.0,2846.0,2846.0,2846.0,False,True,2.0,True,1,1.6100330039218491
1657,2697,Condo for sale,"1539, Avenue Ducharme, Montréal (Outremont)",799000,45.51948942,-73.61854363,10.0,10.0,7.0,7.0,5.0,5.0,7.0,10.0,10.0,10,6.0,9.0,10.0,10.0,8.0,9.0,9.0,1928.0,23954,2,6254,6,29,19,9,15,27,33,30,14,13,10,34,50,16,54,46,73,16,4,4,2,1,8,14,59,19,0,59,14,15,3,10,74,26,61.0,19.0,20.0,72.0,9.0,5.0,False,2.0,0.0,1817.0,1817.0,1817.0,False,False,1.0,False,1,2.300776259305074
1658,2698,Condo for sale,"235, Rue Peel, apt. 305, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",624000,45.494234,-73.559037,10.0,10.0,10.0,10.0,5.0,7.0,2.0,9.0,3.0,10,9.0,10.0,10.0,10.0,10.0,10.0,3.0,2015.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,79.0,5.0,2.0,False,2.0,0.0,866.0,866.0,866.0,False,True,1.0,True,1,3.2540002723222035
1662,2702,Condo for sale,"1190, Rue MacKay, apt. 201, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",392000,45.495214,-73.575353,10.0,10.0,10.0,4.0,4.0,7.0,0.0,7.0,9.0,10,10.0,10.0,10.0,10.0,10.0,10.0,5.0,2019.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,98.0,4.0,2.0,False,1.0,0.0,467.0,467.0,467.0,False,True,0.0,False,1,2.0550914075090208
1663,2706,Condo for sale,"365, Rue Saint-André, apt. 910, Montréal (Ville-Marie), Neighbourhood Old Montréal",435000,45.51331265,-73.54995216,10.0,10.0,9.0,8.0,6.0,7.0,4.0,2.0,3.0,10,10.0,10.0,6.0,9.0,10.0,9.0,3.0,2017.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,76.0,5.0,1.0,False,1.0,0.0,636.0,636.0,636.0,False,True,0.0,False,1,3.876490424919603
1664,2707,Condo for sale,"2530, Place Michel-Brault, apt. 225, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Old Rosemont",323400,45.542214,-73.573966,10.0,9.0,7.0,9.0,6.0,3.0,3.0,7.0,4.0,10,8.0,10.0,6.0,8.0,8.0,8.0,3.0,2015.0,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,78.0,5.0,1.0,False,1.0,0.0,631.0,631.0,631.0,False,False,1.0,True,1,4.5901409759957374
1665,2708,Condo for sale,"1605, Avenue du Docteur-Penfield, apt. 204, Montréal (Ville-Marie), Neighbourhood Central West",590000,45.496161,-73.587346,10.0,10.0,9.0,5.0,6.0,6.0,5.0,8.0,10.0,10,9.0,10.0,9.0,10.0,10.0,10.0,6.0,2002.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,85.0,8.0,1.0,False,1.0,1.0,1058.0,1058.0,1058.0,False,False,2.0,True,1,1.2548259979854643
1666,2709,Condo for sale,"4908, Avenue Connaught, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce",190000,45.456593,-73.649703,6.0,7.0,3.0,6.0,7.0,4.0,9.0,9.0,9.0,8,2.0,7.0,6.0,6.0,5.0,7.0,9.0,2006.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,51.0,5.0,1.0,False,1.0,0.0,451.0,451.0,451.0,False,False,0.0,False,1,6.680439723088575
1667,2710,Condo for sale,"4300, Rue Saint-Ambroise, apt. 314, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne",639000,45.47305799,-73.58151787,10.0,10.0,5.0,10.0,6.0,6.0,8.0,8.0,7.0,10,6.0,10.0,4.0,10.0,7.0,9.0,5.0,2004.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,72.0,5.0,2.0,False,0.0,0.0,915.0,915.0,915.0,False,True,1.0,True,1,3.7335518109900834
1668,2711,Condo for sale,"310, Rue Desmarteau, apt. 200, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Mercier",299600,45.602902,-73.511406,5.0,5.0,3.0,8.0,8.0,3.0,4.0,5.0,8.0,9,4.0,6.0,9.0,5.0,5.0,5.0,8.0,2010.0,136024,3,5347,9,52,24,9,11,5,45,32,12,8,4,42,35,23,34,66,43,31,10,5,7,4,5,5,86,4,0,29,17,21,14,20,79,21,85.0,5.0,10.0,44.0,5.0,2.0,False,1.0,0.0,828.0,828.0,828.0,False,False,1.0,False,1,12.85125144149484
1669,2713,Condo for sale,"5223, Rue Globert, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",379000,45.484077,-73.627849,9.0,9.0,5.0,3.0,6.0,5.0,0.0,10.0,8.0,8,5.0,10.0,9.0,10.0,6.0,10.0,8.0,1926.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,83.0,8.0,2.0,False,1.0,0.0,871.0,871.0,871.0,False,False,1.0,False,0,3.249822717168
1670,2714,Condo for sale,"1800, boulevard René-Lévesque Ouest, apt. 1401, Montréal (Ville-Marie), Neighbourhood Central West",618000,45.49103244,-73.57656051,10.0,10.0,10.0,4.0,4.0,7.0,0.0,9.0,10.0,10,10.0,9.0,10.0,8.0,10.0,10.0,7.0,2017.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,87.0,10.0,2.0,False,2.0,0.0,781.0,781.0,781.0,False,True,1.0,True,1,2.254112157601992
1671,2715,Condo for sale,"730, Rue Rose-de-Lima, apt. 2-H, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne",449000,45.48135984,-73.58333123,10.0,10.0,8.0,8.0,6.0,7.0,5.0,9.0,9.0,10,7.0,10.0,9.0,10.0,9.0,10.0,5.0,2018.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,81.0,7.0,2.0,False,1.0,0.0,749.0,749.0,749.0,False,False,1.0,True,1,2.824762721950149
1672,2716,Condo for sale,"1190, Rue MacKay, apt. 414, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",395988,45.49480789,-73.57548175,10.0,10.0,10.0,4.0,4.0,7.0,0.0,7.0,9.0,10,10.0,10.0,10.0,10.0,10.0,10.0,5.0,2019.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,98.0,4.0,2.0,False,1.0,0.0,459.0,459.0,459.0,False,False,0.0,False,1,2.0697354802128323
1673,2717,Condo for sale,"7525, Avenue Mountain Sights, apt. 507, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",399000,45.496904,-73.652651,8.0,9.0,4.0,3.0,7.0,0.0,6.0,7.0,7.0,8,4.0,10.0,8.0,10.0,5.0,9.0,6.0,2011.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,60.0,5.0,2.0,False,1.0,0.0,890.0,890.0,890.0,False,True,1.0,True,1,4.335538943307482
1674,2718,Condo for sale,"1190, Rue MacKay, apt. 314, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",389988,45.49483891,-73.57532215,10.0,10.0,10.0,4.0,4.0,7.0,0.0,7.0,9.0,10,10.0,10.0,10.0,10.0,10.0,10.0,5.0,2019.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,98.0,4.0,2.0,False,1.0,0.0,459.0,459.0,459.0,False,False,0.0,False,1,2.0785462122379035
1675,2719,Condo for sale,"199, Rue de la Rotonde, apt. PH1-1, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",1749000,45.473757,-73.538306,6.0,6.0,3.0,6.0,10.0,0.0,8.0,1.0,3.0,8,4.0,7.0,4.0,6.0,4.0,7.0,2.0,2012.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,29.0,10.0,3.0,False,2.0,1.0,2137.0,2137.0,2137.0,True,True,2.0,True,1,5.784288676928711
1676,2721,Condo for sale,"9830, boulevard Gouin Est, apt. 201, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Rivière-des-Prairies",285000,45.660587,-73.567162,4.0,4.0,1.0,4.0,9.0,2.0,9.0,8.0,3.0,9,1.0,8.0,8.0,4.0,3.0,4.0,8.0,2006.0,106743,0,2515,7,38,25,12,17,8,28,32,17,15,8,34,43,23,64,36,13,28,31,14,11,3,26,24,47,3,0,16,17,25,18,24,76,24,71.0,16.0,13.0,13.0,5.0,2.0,False,1.0,0.0,1027.0,1027.0,1027.0,False,False,2.0,True,1,17.516052714381978
1677,2722,Condo for sale,"4900, Avenue Wilson, apt. 103, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce",464999,45.47762141,-73.63239913,8.0,8.0,5.0,5.0,6.0,5.0,4.0,10.0,9.0,7,4.0,9.0,8.0,10.0,5.0,9.0,9.0,1998.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,67.0,5.0,2.0,False,1.0,0.0,878.0,878.0,878.0,False,False,1.0,True,1,4.014619554931137
1678,2723,Condo for sale,"1188, Rue Saint-Antoine Ouest, apt. 1807, Montréal (Ville-Marie), Neighbourhood Central",759000,45.496189,-73.56771,10.0,10.0,10.0,6.0,4.0,6.0,0.0,9.0,7.0,10,10.0,9.0,8.0,10.0,10.0,10.0,5.0,2019.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,94.0,5.0,2.0,False,2.0,0.0,776.0,776.0,776.0,False,True,1.0,True,1,2.545013087530549
